,youtuber,firstName,itemInSession,lastName,length,sessionId,video,userId
4402,Craig Mack,Layla,99,Griffin,218.04362999999998,672,Flava In Your Ear,24.0
4403,Black Eyed Peas,Layla,100,Griffin,257.54077,672,Imma Be,24.0
4404,Remedy Drive,Layla,101,Griffin,185.46893,672,All Along (Album),24.0
4405,Jarabe De Palo,Layla,102,Griffin,233.53423999999998,672,Como peces en el agua,24.0
4406,Lunascape,Layla,103,Griffin,376.81587,672,Mindstalking (JD Sub's Solid verZion),24.0
4407,Krista Detor,Chloe,0,Cuevas,249.73016,708,Robert Johnson Has Left Mississippi,49.0
4408,Happy Mondays,Layla,104,Griffin,208.74403999999998,672,Holiday,24.0
4409,Kaya Project,Chloe,1,Cuevas,370.65098,708,Elixir (featuring Omar Farouk Teklibek),49.0
4410,Cutting Crew,Layla,105,Griffin,293.22404,672,Fear Of Falling,24.0
4411,,Chloe,2,Cuevas,,708,,49.0
4412,Less Than Jake,Layla,106,Griffin,154.48771000000002,672,Scott Farcas Takes It On The Chin,24.0
4413,Chevelle,Chloe,3,Cuevas,250.06975,708,Wonder What's Next,49.0
4414,The Cinematic Orchestra,Chloe,4,Cuevas,373.9424,708,To Build A Home,49.0
4415,Between The Buried And Me,Chloe,5,Cuevas,217.75627999999998,708,Mirrors,49.0
4416,Kealii Reichel,Chloe,6,Cuevas,287.65995,708,Kawaipunahele (Album Version),49.0
4417,Tub Ring,Chloe,7,Cuevas,233.69097999999997,708,Invalid,49.0
4418,Joe Christmas,Chloe,8,Cuevas,185.7824,708,Bedroom Suite,49.0
4419,Die Mooskirchner,Chloe,9,Cuevas,169.29914,708,Frisch und g'sund,49.0
4420,Devendra Banhart,Chloe,10,Cuevas,150.41261,708,Todo Los Dolores,49.0
4421,Method Man / Ghostface Killah / Solomon Childs / Streetlife,Chloe,11,Cuevas,177.13586999999998,708,Smooth Sailing Remix,49.0
4422,Live,Chloe,12,Cuevas,231.78404,708,The Distance,49.0
4423,Kansas,Chloe,13,Cuevas,337.26649,708,Look At The Time,49.0
4424,Alain Clark,Chloe,14,Cuevas,219.27138,708,I Need You (Album),49.0
4425,Bright Eyes,Chloe,15,Cuevas,224.80934,708,At The Bottom Of Everything,49.0
4426,Devendra Banhart,Chloe,16,Cuevas,97.43628000000001,708,My Ships,49.0
4427,John Michael Montgomery,Chloe,17,Cuevas,234.29179,708,I Can Love You Like That (Remastered Version),49.0
4428,The Pink Fairies,Chloe,18,Cuevas,236.40771,708,The Snake,49.0
4429,Simon Harris,Chloe,19,Cuevas,195.83955,708,Sample Track 2,49.0
4430,OneRepublic,Chloe,20,Cuevas,224.67872999999997,708,Secrets,49.0
4431,Greg Adams,Chloe,21,Cuevas,285.57016,708,Wrapped Around Your Finger,49.0
4432,Colbie Caillat,Chloe,22,Cuevas,233.16852999999998,708,I Never Told You,49.0
4433,The All-American Rejects,Chloe,23,Cuevas,189.25669,708,Stab My Back,49.0
4434,Third Day,Chloe,24,Cuevas,279.17016,708,God of Wonders,49.0
4435,Toby Keith,Chloe,25,Cuevas,243.69587,708,Weed With Willie,49.0
4436,Coldplay,Chloe,26,Cuevas,327.8624,708,Daylight,49.0
4437,Freefall Feat. Jan Johnston,Chloe,27,Cuevas,532.11383,708,Skydive (I Feel Wonderful),49.0
4438,Roger Cicero,Ryan,0,Smith,176.97914,719,Frauen regier'n die Welt,26.0
4439,Lady GaGa / Colby O'Donis,Ryan,1,Smith,238.54975,719,Just Dance,26.0
4440,Hot Chip,Mohammad,0,Rodriguez,283.32363,688,We're Looking For A Lot Of Love,88.0
4441,,Lily,0,Burns,,711,,32.0
4442,Tenth Avenue North,Lily,1,Burns,245.34159,711,Love Is Here,32.0
4443,,,0,,,678,,
4444,,Ayla,0,Johnson,,627,,63.0
4445,Kid Cudi / Ratatat,Ayla,1,Johnson,246.72607999999997,627,Alive (nightmare),63.0
4446,,Tucker,0,Garrison,,700,,40.0
4447,Cesaria Evora,Makinley,0,Jones,241.78893,190,Cabo Verde MandÃÂ¡ MantÃÂ©nha,17.0
4448,Iron Maiden,Anabelle,0,Simpson,227.76117999999997,651,Holy Smoke,69.0
4449,Angels and Airwaves,Makinley,1,Jones,302.05342,190,The Gift,17.0
4450,Aaron Shust,Makinley,2,Jones,222.11872999999997,190,Like I Never Felt Before,17.0
4451,,Makinley,3,Jones,,190,,17.0
4452,,,4,,,190,,
4453,John Mayer,Jayden,0,Fox,259.16036,673,Wait Until Tomorrow,101.0
4454,Yes,Brayden,0,Clark,260.8322,477,TO BE OVER,41.0
4455,Brooklyn Bounce,Brayden,1,Clark,359.13097999999997,477,Get Ready To Bounce Recall 08,41.0
4456,,Brayden,2,Clark,,477,,41.0
4457,,Brayden,3,Clark,,477,,41.0
4458,Cold,Brayden,4,Clark,189.83138,477,Stupid Girl,41.0
4459,Parachute,Dominick,0,Norris,146.05016,403,She Is Love,45.0
4460,,Cecilia,0,Owens,,652,,6.0
4461,Ericke,Brayden,5,Clark,435.93098,477,The Beat Is Rockin (Original Mix),41.0
4462,Weird Al Yankovic,Brayden,6,Clark,202.47465,477,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",41.0
4463,The Bucketheads,Brayden,7,Clark,386.97751,477,The Bomb (Little Louie Vega Bonus),41.0
4464,Taylor Swift,Brayden,8,Clark,233.89995,477,Love Story,41.0
4465,JosÃÂ© Alfredo Jimenez Con Mariachi Vargas De Tecalitlan,Brayden,9,Clark,129.27955,477,El Rey,41.0
4466,The Black Keys,Jaleah,0,Hayes,203.75465,696,When The Lights Go Out,70.0
4467,Tennessee Ernie Ford,Jaleah,1,Hayes,157.1522,696,Sixteen Tons,70.0
4468,Neutral Milk Hotel,Jaleah,2,Hayes,193.90649,696,Gardenhead / Leave Me Alone,70.0
4469,Don Henley,Jaleah,3,Hayes,257.41016,696,Through Your Hands (Album Version),70.0
4470,Nik BÃÂ¤rtsch's Ronin,Jaleah,4,Hayes,754.7293400000001,696,MODUL 23,70.0
4471,,Chloe,0,Cuevas,,724,,49.0
4472,Train,Chloe,1,Cuevas,270.18404,724,Explanation,49.0
4473,Bright Eyes,Jaleah,5,Hayes,234.34403999999998,696,Arc Of Time (time Code) (Album Version),70.0
4474,Usher featuring will.i.am,Jaleah,6,Hayes,395.72853,696,OMG,70.0
4475,Kaci Brown,Chloe,2,Cuevas,201.29914,724,Make You Love Me,49.0
4476,Todd Barry,Chloe,3,Cuevas,126.82404,724,Sugar Ray (LP Version),49.0
4477,Gob,Chloe,4,Cuevas,154.17424,724,Ming Tran,49.0
4478,Soltero,Jaleah,7,Hayes,191.7122,696,Step Through The Door,70.0
4479,Dropkick Murphys,Chloe,5,Cuevas,292.25751,724,Johnny_ I Hardly Knew Ya,49.0
4480,,Chloe,6,Cuevas,,724,,49.0
4481,The (International) Noise Conspiracy,Jaleah,8,Hayes,217.05097999999998,696,T.I.M.E.B.O.M.B.,70.0
4482,Theory Of A Deadman,Jaleah,9,Hayes,211.66975,696,Little Smirk,70.0
4483,,,7,,,724,,
4484,Phantom Planet,Jaleah,10,Hayes,205.06077,696,Do The Panic,70.0
4485,Panic At The Disco,Jaleah,11,Hayes,259.29098,696,Behind The Sea [Live In Chicago],70.0
4486,Air France,Jaleah,12,Hayes,192.73098000000002,696,Windmill Wedding,70.0
4487,,,8,,,724,,
4488,Green Day,Jaleah,13,Hayes,185.12933999999998,696,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),70.0
4489,Sade,Jaleah,14,Hayes,236.40771,696,Nothing Can Come Between Us,70.0
4490,,Jaleah,15,Hayes,,696,,70.0
4491,,Layla,0,Griffin,,723,,24.0
4492,Jack Johnson,Layla,1,Griffin,169.66485,723,Holes To Heaven,24.0
4493,The Ordinary Boys,Layla,2,Griffin,162.87302,723,Boys Will Be Boys,24.0
4494,Radiohead,Layla,3,Griffin,235.7024,723,Creep (Explicit),24.0
4495,Pieces Of A Dream,Layla,4,Griffin,315.79382999999996,723,Ocean View,24.0
4496,Cartola,Layla,5,Griffin,127.242,723,Tive Sim,24.0
4497,Epica,Layla,6,Griffin,254.9024,723,Incentive (Bonus Track),24.0
4498,Andreas Johnson,Layla,7,Griffin,190.17098000000001,723,A Little Bit Of Love,24.0
4499,Sam Sparro,Layla,8,Griffin,210.33751,723,Black & Gold,24.0
4500,Boards of Canada,Layla,9,Griffin,317.70077000000003,723,June 9th,24.0
4501,Sonny & Cher,Layla,10,Griffin,222.30159,723,What Now My Love (LP Version),24.0
4502,Dakota Oak,Layla,11,Griffin,45.635459999999995,723,Baker's Blue Jay Yarn,24.0
4503,Derek Webb,Layla,12,Griffin,166.19057,723,Please_ Before I Go,24.0
4504,The Hippos,Layla,13,Griffin,127.58158999999999,723,Freeze Up,24.0
4505,Regina Spektor,Molly,0,Taylor,191.08526,702,The Calculation (Album Version),35.0
4506,Dragonforce,Theodore,0,Smith,473.41669,601,Revolution Deathsquad (Album Version),52.0
4507,Alliance Ethnik,Molly,1,Taylor,252.21178999999998,702,ReprÃÂ©sente,35.0
4508,Dave Hollister,Theodore,1,Smith,271.62077,601,One Woman Man,52.0
4509,,Theodore,2,Smith,,601,,52.0
4510,,,3,,,601,,
4511,,,0,,,718,,
4512,Dave Evans & Thunder Down Under,Mohammad,0,Rodriguez,201.01179,726,Somebody Better,88.0
4513,Los Alegres De Teran,Mohammad,1,Rodriguez,164.54485,726,Llore Por Tu Amor,88.0
4514,Leggo Beast,Mohammad,2,Rodriguez,321.93261,726,Itchy Feet,88.0
4515,Tiamat,Mohammad,3,Rodriguez,85.73342,726,Diyala,88.0
4516,,Mohammad,4,Rodriguez,,726,,88.0
4517,,Mohammad,5,Rodriguez,,726,,88.0
4518,,Mohammad,6,Rodriguez,,726,,88.0
4519,,Kaleb,0,Cook,,683,,54.0
4520,Me In Motion,Mohammad,7,Rodriguez,156.62975,726,Here In The Middle,88.0
4521,Andre Hazes,Kaleb,1,Cook,206.70649,683,Droomland (duet met Paul de Leeuw),54.0
4522,Eva Cassidy,Mohammad,8,Rodriguez,289.56689,726,Autumn Leaves,88.0
4523,Coldplay,Kaleb,2,Cook,298.762,683,Shiver,54.0
4524,Blind Melon,Mohammad,9,Rodriguez,166.39955,726,Walk,88.0
4525,,Andrea,0,Butler,,668,,90.0
4526,Ry Cooder,Harper,0,Barrett,201.56036,632,Corrido de Boxeo,42.0
4527,Tom Petty,Harper,1,Barrett,263.23546,632,Runnin' Down A Dream,42.0
4528,Alanis Morissette,Harper,2,Barrett,262.32117999999997,632,Citizen Of The Planet (Album Version),42.0
4529,Graham Coxon,Harper,3,Barrett,221.88362999999998,632,Freakin' Out,42.0
4530,,Devin,0,Larson,,624,,60.0
4531,Carpenters,Harper,4,Barrett,276.06158999999997,632,(They Long To Be) Close To You,42.0
4532,The Sugarcubes,Harper,5,Barrett,156.96934,632,Blue Eyed Pop,42.0
4533,,Harper,6,Barrett,,632,,42.0
4534,Just Jack,Devin,1,Larson,246.64771000000002,624,Mourning Morning,60.0
4535,Creedence Clearwater Revival,Harper,7,Barrett,190.77178999999998,632,Lodi,42.0
4536,Smile Empty Soul,Devin,2,Larson,224.33914,624,To The Ground,60.0
4537,Jason Mraz,Harper,8,Barrett,243.48689,632,I'm Yours (Album Version),42.0
4538,RUN-DMC,Devin,3,Larson,182.77832,624,It's Tricky,60.0
4539,The Union Underground,Harper,9,Barrett,206.96771,632,Natural High,42.0
4540,Jay-Jay Johanson,Devin,4,Larson,246.64771000000002,624,Waiting,60.0
4541,M.I.A.,Harper,10,Barrett,206.13179,632,Paper Planes,42.0
4542,Franz Ferdinand,Devin,5,Larson,183.35302,624,Fade Together,60.0
4543,Todd Barry,Harper,11,Barrett,126.82404,632,Sugar Ray (LP Version),42.0
4544,Rilo Kiley,Harper,12,Barrett,222.06649,632,With Arms Outstretched (Album Version),42.0
4545,,Braden,0,Parker,,570,,74.0
4546,Paul Simon,Samuel,0,Gonzalez,189.72689,703,The Sound Of Silence,61.0
4547,Crystal Castles,Braden,1,Parker,293.8771,570,Year Of Silence,74.0
4548,Ultraje A Rigor,Jayden,0,Graves,214.282,594,InÃÂºtil,25.0
4549,Journey,Jayden,1,Graves,250.14812,594,When You Love A Woman,25.0
4550,John Mayer,Jayden,2,Graves,201.16853,594,Waiting On The World To Change,25.0
4551,The Decemberists,Jayden,3,Graves,421.85098,594,I Was Meant For the Stage,25.0
4552,Blue October,Ayleen,0,Wise,325.90322000000003,212,Come In Closer,71.0
4553,Priscilla Ahn,Jayden,4,Graves,211.64362999999997,594,Dream,25.0
4554,John Hiatt,Jayden,5,Graves,272.06485,594,Something Wild,25.0
4555,Sauce Money Featuring Memphis Bleek,Jayden,6,Graves,280.21506,594,What We Do (Explicit) (Feat. Memphis Bleek),25.0
4556,Alice Deejay,Jayden,7,Graves,216.5024,594,Better Off Alone,25.0
4557,Avenged Sevenfold,Jayden,8,Graves,538.30485,594,I Won't See You Tonight Part 1,25.0
4558,Alejandro Sanz,Ryan,0,Smith,230.24281000000002,725,Non E_ Per Te_ Per Me,26.0
4559,Black Mountain,Ryan,1,Smith,267.41506,725,Stay Free (Album Version),26.0
4560,Tom Petty,Jayden,9,Graves,263.23546,594,Runnin' Down A Dream,25.0
4561,Eddie Vedder,Jayden,10,Graves,164.17914,594,Guaranteed,25.0
4562,,Jayden,11,Graves,,594,,25.0
4563,Alex Party,Jayden,12,Graves,229.77261000000001,594,Don't Give Me Your Life,25.0
4564,Mission Of Burma,Jayden,13,Graves,188.1073,594,Comes Undone,25.0
4565,Camera Obscura,Jayden,14,Graves,229.51137999999997,594,James,25.0
4566,Enya,Jayden,15,Graves,212.32281,594,May It Be (Album version),25.0
4567,R.I.O.,Jayden,16,Graves,217.12933999999998,594,When The Sun Comes Down,25.0
4568,Modest Mouse,Jayden,17,Graves,209.52771,594,Float On,25.0
4569,Bill Withers,Jayden,18,Graves,383.73832000000004,594,Make Love To Your Mind,25.0
4570,Metallica,Jayden,19,Graves,306.46812,594,Ain't My Bitch,25.0
4571,,Connar,0,Moreno,,590,,62.0
4572,AFI,Jayden,20,Graves,176.48281,594,Miseria Cantare--The Beginning,25.0
4573,Badly Drawn Boy,Jayden,21,Graves,306.46812,594,Wider Than a Smile,25.0
4574,Dante Thomas,Jayden,22,Graves,217.65178999999998,594,Get It On,25.0
4575,Shinedown,Jayden,23,Graves,204.01587,594,Heroes (Album Version),25.0
4576,,Bronson,0,Harris,,682,,33.0
4577,MGMT,Bronson,1,Harris,264.17587000000003,682,Time To Pretend,33.0
4578,Last Days Of April,Jayden,24,Graves,185.39057,594,Who's On The Phone?,25.0
4579,Corinne Bailey Rae,Jayden,25,Graves,192.86158999999998,594,Another Rainy Day,25.0
4580,JosÃÂ© MercÃÂ©,Jayden,26,Graves,219.24526,594,Primavera,25.0
4581,Lady GaGa,Jayden,27,Graves,249.20771000000002,594,Monster,25.0
4582,Javier Ruibal,Jayden,28,Graves,286.95465,594,Isla Mujeres,25.0
4583,Finntroll,Jayden,29,Graves,280.37179,594,SÃÂ¥ng,25.0
4584,Nada Surf,Jayden,30,Graves,220.57751000000002,594,Popular (LP Version),25.0
4585,Redbone,Jayden,31,Graves,586.21342,594,Sizzle Gets It Again,25.0
4586,The Killers,Jayden,32,Graves,246.80444,594,Read My Mind,25.0
4587,Tamia,Jayden,33,Graves,243.09506000000002,594,Officially Missing You (Radio Version),25.0
4588,Randy Crawford,Jayden,34,Graves,270.75872999999996,594,Almaz,25.0
4589,Frumpies,Jayden,35,Graves,134.47791,594,Hello Kitty,25.0
4590,Julia Fordham,Jayden,36,Graves,279.50975,594,Girlfriend,25.0
4591,The Black Keys,Jayden,37,Graves,239.59465,594,Unknown Brother,25.0
4592,Georgia Satellites,Jayden,38,Graves,178.88608,594,Battleship Chains (LP Version),25.0
4593,,Jayden,39,Graves,,594,,25.0
4594,M.I.A.,Jayden,40,Graves,206.13179,594,Paper Planes,25.0
4595,Phish,Jayden,41,Graves,319.29424,594,Prince Caspian,25.0
4596,Dislocation Dance,Maia,0,Burke,122.87955,628,With A Smile On Your Face And A Frown In Your Heart,51.0
4597,The Black Keys,Jayden,42,Graves,238.62812000000002,594,Strange Times,25.0
4598,John Hiatt,Jayden,43,Graves,242.442,594,Have A Little Faith In Me,25.0
4599,Elvis Costello,Jayden,44,Graves,226.0371,594,Watching The Detectives,25.0
4600,Son House,Jayden,45,Graves,239.38567,594,Death Letter Blues (Live),25.0
4601,Cyndi Lauper,Jayden,46,Graves,231.81016,594,She Bop,25.0
4602,ÃÂtienne Daho,Jayden,47,Graves,231.3922,594,Paris Ailleurs (Live 1992),25.0
4603,Dragonforce,Jayden,48,Graves,345.5473,594,Cry of the Brave,25.0
4604,Rise Against,Jayden,49,Graves,242.25914,594,Savior,25.0
4605,Emmy The Great,Noah,0,Chavez,204.79955,530,Mia,94.0
4606,,Noah,1,Chavez,,530,,94.0
4607,,,2,,,530,,
4608,Kings Of Leon,Jayden,50,Graves,231.81016,594,Use Somebody,25.0
4609,Avenged Sevenfold,Jayden,51,Graves,283.76771,594,Unholy Confessions,25.0
4610,A.B. Quintanilla III Y Los Kumbia Kings,Jayden,52,Graves,196.77995,594,Te Quiero A Ti,25.0
4611,Coldplay,Jayden,53,Graves,228.62322000000003,594,Only Superstition,25.0
4612,B.o.B,Jayden,54,Graves,269.63546,594,Nothin' On You [feat. Bruno Mars] (Album Version),25.0
4613,Crystal Castles,Jayden,55,Graves,252.89097999999998,594,Baptism,25.0
4614,Justin Nozuka,Jayden,56,Graves,213.62892999999997,594,Mr Therapy Man,25.0
4615,Blackmore's Night,Jayden,57,Graves,201.40363,594,Sister Gypsy,25.0
4616,,Kinsley,0,Young,,658,,85.0
4617,Beirut,Kinsley,1,Young,239.0722,658,Fountains And Tramways,85.0
4618,Beck,Jayden,58,Graves,304.50892999999996,594,End Of The Day,25.0
4619,,Jayden,59,Graves,,594,,25.0
4620,,,60,,,594,,
4621,,,61,,,594,,
4622,,Jayden,62,Graves,,594,,25.0
4623,Arctic Monkeys,Kinsley,2,Young,177.84118,658,Fake Tales Of San Francisco (Explicit),85.0
4624,Van Halen,Lily,0,Burns,227.44771,727,Ain't Talkin'  'Bout Love (Remastered Version),32.0
4625,,Lily,1,Burns,,727,,32.0
4626,,Lily,2,Burns,,727,,32.0
4627,Secret Garden,Jayden,63,Graves,180.21832,594,Atlantia,25.0
4628,Snow Patrol,Kinsley,3,Young,274.49424,658,Chasing Cars,85.0
4629,Rihanna,Lily,3,Burns,239.75137999999998,727,G4L,32.0
4630,Bayside,Jayden,64,Graves,180.27057,594,Duality (Album Version),25.0
4631,Todd Barry,Kinsley,4,Young,126.82404,658,Sugar Ray (LP Version),85.0
4632,Bayside,Jayden,65,Graves,243.64362999999997,594,Montauk,25.0
4633,Viki Mosholiou,Kinsley,5,Young,169.84771,658,Milo Gia Ta Pedia Mou (2006 Digital Remaster),85.0
4634,Hatebreed,Kinsley,6,Young,124.42076999999999,658,Worlds Apart (Album Version),85.0
4635,Sonny Boy Williamson,Jayden,66,Graves,152.24118,594,Don't Start Me Talkin',25.0
4636,Shattered Realm,Kinsley,7,Young,108.45995,658,Devil In Disguise,85.0
4637,Timbaland / Katy Perry,Jayden,67,Graves,238.70649,594,If We Ever Meet Again,25.0
4638,Sam and Dave,Kinsley,8,Young,157.28281,658,Hold on I'm Coming,85.0
4639,Sea Wolf,Kinsley,9,Young,225.80200000000002,658,Black Dirt (Album),85.0
4640,Apocalyptica featuring Corey Taylor,Jayden,68,Graves,214.12526,594,I'm Not Jesus,25.0
4641,Bomfunk MC's,Kinsley,10,Young,225.4624,658,Rocking_ Just To Make Ya Move,85.0
4642,Jets To Brazil,Jayden,69,Graves,571.03628,594,Rocket Boy,25.0
4643,,Jayden,70,Graves,,594,,25.0
4644,,,71,,,594,,
4645,,,72,,,594,,
4646,,Jayden,73,Graves,,594,,25.0
4647,Tavares,Kinsley,11,Young,394.00444,658,Heaven Must Be Missing An Angel,85.0
4648,Maria BethÃÂ¢nia,Jayden,74,Graves,254.06649,594,Samba De Roda/Marinheiro SÃÂ³ (Medley) (Live),25.0
4649,Justin Bieber,Kinsley,12,Young,220.89097999999998,658,Somebody To Love,85.0
4650,Van Halen,Kinsley,13,Young,272.32608,658,Feels So Good (Remastered Single Version),85.0
4651,Julieta Venegas A Dueto Con Dante,Jayden,75,Graves,236.9824,594,Primer Dia,25.0
4652,Apocalyptica,Jayden,76,Graves,409.86077,594,Coma,25.0
4653,The Wreckers,Kinsley,14,Young,171.36281,658,Stand Still_ Look Pretty [Live],85.0
4654,Prince & The Revolution,Kinsley,15,Young,227.65669,658,Kiss (LP Version),85.0
4655,Third Eye Blind,Jayden,77,Graves,319.79057,594,God Of Wine (2006 Remastered LP Version),25.0
4656,Dr. Dre / Eminem,Kinsley,16,Young,222.27546,658,Forgot About Dre,85.0
4657,Symphony X,Kinsley,17,Young,318.37995,658,Evolution (the Grand Design),85.0
4658,Streetlight Manifesto,Jayden,78,Graves,180.79301999999998,594,Keasbey Nights (LP Version),25.0
4659,,Jayden,79,Graves,,594,,25.0
4660,Amos Lee,Kinsley,18,Young,169.16853,658,Soul Suckers,85.0
4661,The Gabe Dixon Band,Kinsley,19,Young,296.85506000000004,658,Disappear,85.0
4662,Mogwai,Kinsley,20,Young,473.25995,658,Thank You Space Expert,85.0
4663,Mystery Jets,Kinsley,21,Young,212.32281,658,You Can't Fool Me Dennis (Album version),85.0
4664,Mates of State,Kinsley,22,Young,227.36934,658,Parachutes (Funeral Song) (LP Version),85.0
4665,,,0,,,737,,
4666,R.E.M.,Kinsley,23,Young,217.99138,658,Can't Get There From Here,85.0
4667,Taylor Swift,Kinsley,24,Young,246.282,658,The Best Day,85.0
4668,Blockhead,Aiden,0,Hess,285.98812000000004,710,Carnivores Unite,86.0
4669,MC Hammer,Aiden,1,Hess,256.86159,710,U Can't Touch This,86.0
4670,Sally Shapiro,Aiden,2,Hess,392.82892999999996,710,Miracle (Extended Mix),86.0
4671,,,0,,,716,,
4672,,Lily,1,Koch,,716,,15.0
4673,Holy Fuck,Lily,2,Koch,362.76199999999994,716,P.I.G.S.,15.0
4674,Angus & Julia Stone,Lily,3,Koch,218.8273,716,Soldier,15.0
4675,Los Fabulosos Cadillacs,Lily,4,Koch,275.69587,716,Siguiendo La Luna,15.0
4676,A Sunny Day In Glasgow,Lily,5,Koch,22.046889999999998,716,Lights,15.0
4677,Mariah Carey Featuring Cameo,Lily,6,Koch,229.22404,716,Loverboy,15.0
4678,Tego Calderon,Lily,7,Koch,242.18077000000002,716,Metele Sazon,15.0
4679,Bloodhound Gang,Lily,8,Koch,172.01587,716,Foxtrot Uniform Charlie Kilo,15.0
4680,,Lily,9,Koch,,716,,15.0
4681,Kings Of Leon,Lily,10,Koch,256.36526000000003,716,The Runner,15.0
4682,Iron Maiden,Lily,11,Koch,233.76934,716,Run To The Hills (1998 Digital Remaster),15.0
4683,CafÃÂ© Tacvba,Lily,12,Koch,232.72444,716,MarÃÂ­a,15.0
4684,Blink-182,Lily,13,Koch,280.00608,716,All Of This,15.0
4685,Band Of Horses,Lily,14,Koch,321.14893,716,The Funeral (Album Version),15.0
4686,Primus,Lily,15,Koch,146.15465,716,De Anza Jig,15.0
4687,Tom McRae,Lily,16,Koch,265.27302000000003,716,Walking 2 Hawaii,15.0
4688,ALO (Animal Liberation Orchestra),Lily,17,Koch,229.77261000000001,716,Spectrum,15.0
4689,Yelle,Lily,18,Koch,192.31302,716,Je Veux Te Voir (Radio Edit),15.0
4690,Kings Of Leon,Lily,19,Koch,201.79546000000002,716,Revelry,15.0
4691,Foo Fighters,Lily,20,Koch,250.14812,716,Everlong,15.0
4692,,James,0,Martin,,701,,79.0
4693,Kanye West,Lily,21,Koch,311.84934,716,Stronger,15.0
4694,Annie Lennox,Lily,22,Koch,256.57424,716,Wonderful,15.0
4695,Madeleine Peyroux,Lily,23,Koch,214.77832,716,Instead,15.0
4696,Miley Cyrus,Lily,24,Koch,236.85179,716,The Climb,15.0
4697,Coldplay,Lily,25,Koch,268.38159,716,Yellow,15.0
4698,Jag Panzer,Lily,26,Koch,217.99138,716,Reign Of The Tyrants,15.0
4699,The Notorious B.I.G.,Lily,27,Koch,285.93587,716,Gimme The Loot (Album Version),15.0
4700,Emiliana Torrini,Lily,28,Koch,186.122,716,Ha Ha (KCRW.com Presents),15.0
4701,,Cecilia,0,Owens,,735,,6.0
4702,Streetlight Manifesto,Lily,29,Koch,137.19465,716,Punk Rock Girl,15.0
4703,Dropkick Murphys,Lily,30,Koch,161.01832,716,The Auld Triangle (Album Version),15.0
4704,,Cierra,0,Finley,,473,,96.0
4705,Carlo Siliotto,Cierra,1,Finley,175.38567,473,Kazakhstan 1710,96.0
4706,The Raconteurs,Lily,31,Koch,265.50812,716,Top Yourself,15.0
4707,The Academy Is...,Cierra,2,Finley,207.96036,473,We've Got A Big Mess On Our Hands (Album Edit),96.0
4708,Justin Bieber,Cecilia,1,Owens,222.92853,735,Stuck In The Moment,6.0
4709,Spiritual Beggars,Lily,32,Koch,358.24281,716,Nowhere To Go,15.0
4710,Bon Iver,Lily,33,Koch,238.49751,716,Skinny Love,15.0
4711,The Living End,Lily,34,Koch,229.0673,716,Prisoner Of Society (Album Version),15.0
4712,Moby,Lily,35,Koch,196.75383,716,Lift Me Up,15.0
4713,Florence + The Machine,Lily,36,Koch,258.55955,716,Cosmic Love,15.0
4714,Miami Horror,Lily,37,Koch,386.5073,716,Sometimes (Hook N Sling Remix),15.0
4715,Nacho Chapado feat. Stephen Massa,Lily,38,Koch,479.7122,716,B Somebody,15.0
4716,Kate Nash,Lily,39,Koch,179.48689,716,Pumpkin Soup,15.0
4717,Benny Neyman,Lily,40,Koch,224.7571,716,Waarom Fluister Ik Je Naam Nog,15.0
4718,Boyzone,Lily,41,Koch,219.81995,716,All That I Need,15.0
4719,Philip Glass,Lily,42,Koch,426.78812,716,Chinese Invade,15.0
4720,The Pussycat Dolls,Lily,43,Koch,225.61914,716,Buttons,15.0
4721,Madonna,Lily,44,Koch,260.75383,716,Beautiful Stranger,15.0
4722,Asking Alexandria,Lily,45,Koch,248.99873,716,Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana),15.0
4723,Pavement,Lily,46,Koch,99.16036,716,Mercy:The Laundromat,15.0
4724,Jack Johnson,Lily,47,Koch,236.93016,716,Bubble Toes,15.0
4725,Train,Lily,48,Koch,244.1922,716,Calling All Angels,15.0
4726,Cam'Ron / Juelz Santana,Lily,49,Koch,208.3522,716,Oh Boy,15.0
4727,Sugar Ray,Lily,50,Koch,218.33097999999998,716,When It's Over (Remastered Album Version),15.0
4728,BeyoncÃÂ©,Lily,51,Koch,209.18812,716,Broken-Hearted Girl,15.0
4729,Faith No More,Lily,52,Koch,249.86077000000003,716,Last Cup Of Sorrow,15.0
4730,Jokeren,Lily,53,Koch,239.49016,716,Kvinde Din - MÃÂ¸gluder,15.0
4731,Ween,Lily,54,Koch,250.17424,716,Demon Sweat,15.0
4732,King Diamond,Lily,55,Koch,408.47628,716,No Presents For Christmas,15.0
4733,Mint Condition,Lily,56,Koch,279.06567,716,Somethin' (feat. Phonte from Little Brother),15.0
4734,Delorean,Lily,57,Koch,272.63955,716,Complexity Reducer,15.0
4735,MylÃÂ¨ne Farmer,Lily,58,Koch,257.2273,716,Porno Graphique,15.0
4736,Green Day,Lily,59,Koch,194.06322,716,Horseshoes And Handgrenades (Album Version),15.0
4737,Disturbed,Devin,0,Larson,185.65178999999998,746,Sacred Lie (Album Version),60.0
4738,The New Pornographers,Lily,60,Koch,256.41751,716,Adventures In Solitude,15.0
4739,Sugarcult,Devin,1,Larson,199.13098,746,Saying Goodbye,60.0
